Mood,DateRaw,type,noteMood,date
Neutral,"February 16, 2024 at 07:00AM",mood,,2/16/2024 21:00:00
Neutral,"February 16, 2024 at 06:46PM",mood,,2/17/2024 8:46:00
Nervous,"February 16, 2024 at 07:58PM",mood,,2/17/2024 9:58:00
Nervous,"February 17, 2024 at 06:17AM",mood,,2/17/2024 20:17:00
Nervous,"February 18, 2024 at 06:56PM",mood,,2/19/2024 8:56:00
Neutral,"February 18, 2024 at 10:14PM",mood,,2/19/2024 12:14:00
Neutral,"February 19, 2024 at 02:09AM",mood,,2/19/2024 16:09:00
Nervous,"February 19, 2024 at 02:09AM",mood,,2/19/2024 16:09:00
Neutral,"February 19, 2024 at 02:09AM",mood,,2/19/2024 16:09:00
Nervous,"February 19, 2024 at 06:47AM",mood,,2/19/2024 20:47:00
Болезнь,"February 19, 2024 at 06:47AM",note,nervous,2/19/2024 20:47:00
Neutral,"February 19, 2024 at 06:19PM",mood,,2/20/2024 8:19:00
Neutral,"February 20, 2024 at 06:22PM",mood,,2/21/2024 8:22:00
Neutral,"February 20, 2024 at 07:01PM",mood,,2/21/2024 9:01:00
Nervous,"February 20, 2024 at 08:52PM",mood,,2/21/2024 10:52:00
Neutral,"February 20, 2024 at 09:21PM",mood,,2/21/2024 11:21:00
Nervous,"February 20, 2024 at 11:28PM",mood,,2/21/2024 13:28:00
Neutral,"February 21, 2024 at 01:31AM",mood,,2/21/2024 15:31:00
Neutral,"February 21, 2024 at 02:13AM",mood,,2/21/2024 16:13:00
Neutral,"February 21, 2024 at 03:46AM",mood,,2/21/2024 17:46:00
Nervous,"February 21, 2024 at 03:46AM",mood,,2/21/2024 17:46:00
Neutral,"February 21, 2024 at 05:36AM",mood,,2/21/2024 19:36:00
Neutral,"February 21, 2024 at 06:31AM",mood,,2/21/2024 20:31:00
Neutral,"February 21, 2024 at 06:06PM",mood,,2/22/2024 8:06:00
Neutral,"February 21, 2024 at 09:28PM",mood,,2/22/2024 11:28:00
Happy,"February 21, 2024 at 11:45PM",mood,,2/22/2024 13:45:00
Neutral,"February 22, 2024 at 02:00AM",mood,,2/22/2024 16:00:00
Nervous,"February 22, 2024 at 02:27AM",mood,,2/22/2024 16:27:00
Neutral,"February 22, 2024 at 03:17AM",mood,,2/22/2024 17:17:00
Nervous,"February 22, 2024 at 03:35AM",mood,,2/22/2024 17:35:00
Happy,"February 22, 2024 at 03:36AM",mood,,2/22/2024 17:36:00
Neutral,"February 22, 2024 at 05:44AM",mood,,2/22/2024 19:44:00
Neutral,"February 22, 2024 at 08:48AM",mood,,2/22/2024 22:48:00
Neutral,"February 22, 2024 at 06:01PM",mood,,2/23/2024 8:01:00
Neutral,"February 22, 2024 at 07:00PM",mood,,2/23/2024 9:00:00
Neutral,"February 22, 2024 at 10:14PM",mood,,2/23/2024 12:14:00
Neutral,"February 22, 2024 at 10:31PM",mood,,2/23/2024 12:31:00
Nervous,"February 23, 2024 at 12:18AM",mood,,2/23/2024 14:18:00
Neutral,"February 23, 2024 at 01:24AM",mood,,2/23/2024 15:24:00
Neutral,"February 23, 2024 at 03:40AM",mood,,2/23/2024 17:40:00
Neutral,"February 23, 2024 at 03:52AM",mood,,2/23/2024 17:52:00
Neutral,"February 23, 2024 at 04:42AM",mood,,2/23/2024 18:42:00
Neutral,"February 23, 2024 at 06:08AM",mood,,2/23/2024 20:08:00
Happy,"February 23, 2024 at 07:07AM",mood,,2/23/2024 21:07:00
Nervous,"February 23, 2024 at 07:09AM",mood,,2/23/2024 21:09:00
Neutral,"February 23, 2024 at 07:54AM",mood,,2/23/2024 21:54:00
Neutral,"February 23, 2024 at 10:23PM",mood,,2/24/2024 12:23:00
Neutral,"February 24, 2024 at 01:43AM",mood,,2/24/2024 15:43:00
Neutral,"February 24, 2024 at 03:36AM",mood,,2/24/2024 17:36:00
Nervous,"February 24, 2024 at 09:39AM",mood,,2/24/2024 23:39:00
Neutral,"February 24, 2024 at 09:34PM",mood,,2/25/2024 11:34:00
Happy,"February 24, 2024 at 11:08PM",mood,,2/25/2024 13:08:00
Neutral,"February 25, 2024 at 01:01AM",mood,,2/25/2024 15:01:00
Neutral,"February 25, 2024 at 03:11AM",mood,,2/25/2024 17:11:00
Neutral,"February 25, 2024 at 05:12AM",mood,,2/25/2024 19:12:00
Neutral,"February 25, 2024 at 06:29PM",mood,,2/26/2024 8:29:00
Neutral,"February 25, 2024 at 06:44PM",mood,,2/26/2024 8:44:00
Happy,"February 25, 2024 at 09:26PM",mood,,2/26/2024 11:26:00
Happy,"February 25, 2024 at 10:50PM",mood,,2/26/2024 12:50:00
Neutral,"February 26, 2024 at 12:28AM",mood,,2/26/2024 14:28:00
Neutral,"February 26, 2024 at 12:36AM",mood,,2/26/2024 14:36:00
Nervous,"February 26, 2024 at 02:01AM",mood,,2/26/2024 16:01:00
Happy,"February 26, 2024 at 02:01AM",mood,,2/26/2024 16:01:00
Happy,"February 26, 2024 at 02:03AM",mood,,2/26/2024 16:03:00
Neutral,"February 26, 2024 at 02:03AM",mood,,2/26/2024 16:03:00
Nervous,"February 26, 2024 at 02:13AM",mood,,2/26/2024 16:13:00
Nervous,"February 26, 2024 at 02:14AM",mood,,2/26/2024 16:14:00
Neutral,"February 26, 2024 at 04:46AM",mood,,2/26/2024 18:46:00
Nervous,"February 26, 2024 at 04:46AM",mood,,2/26/2024 18:46:00
Neutral,"February 26, 2024 at 05:55PM",mood,,2/27/2024 7:55:00
Neutral,"February 26, 2024 at 06:10PM",mood,,2/27/2024 8:10:00
Neutral,"February 26, 2024 at 09:14PM",mood,,2/27/2024 11:14:00
Neutral,"February 26, 2024 at 11:47PM",mood,,2/27/2024 13:47:00
Neutral,"February 27, 2024 at 12:43AM",mood,,2/27/2024 14:43:00
Happy,"February 27, 2024 at 12:43AM",mood,,2/27/2024 14:43:00
Neutral,"February 27, 2024 at 01:40AM",mood,,2/27/2024 15:40:00
Neutral,"February 27, 2024 at 03:32AM",mood,,2/27/2024 17:32:00
Neutral,"February 27, 2024 at 05:49AM",mood,,2/27/2024 19:49:00
Neutral,"February 27, 2024 at 08:15AM",mood,,2/27/2024 22:15:00
Nervous,"February 27, 2024 at 06:19PM",mood,,2/28/2024 8:19:00
Nervous,"February 27, 2024 at 07:07PM",mood,,2/28/2024 9:07:00
Neutral,"February 27, 2024 at 09:08PM",mood,,2/28/2024 11:08:00
Nervous,"February 27, 2024 at 11:07PM",mood,,2/28/2024 13:07:00
Neutral,"February 27, 2024 at 11:07PM",mood,,2/28/2024 13:07:00
Nervous,"February 28, 2024 at 05:24AM",mood,,2/28/2024 19:24:00
Neutral,"February 28, 2024 at 05:24AM",mood,,2/28/2024 19:24:00
Neutral,"February 28, 2024 at 05:24AM",mood,,2/28/2024 19:24:00
Nervous,"February 28, 2024 at 06:06PM",mood,,2/29/2024 8:06:00
Neutral,"February 28, 2024 at 07:29PM",mood,,2/29/2024 9:29:00
Neutral,"February 28, 2024 at 08:17PM",mood,,2/29/2024 10:17:00
Neutral,"February 28, 2024 at 08:17PM",mood,,2/29/2024 10:17:00
Nervous,"February 28, 2024 at 10:56PM",mood,,2/29/2024 12:56:00
Nervous,"February 29, 2024 at 01:11AM",mood,,2/29/2024 15:11:00
Neutral,"February 29, 2024 at 01:11AM",mood,,2/29/2024 15:11:00
Nervous,"February 29, 2024 at 01:21AM",mood,,2/29/2024 15:21:00
Nervous,"February 29, 2024 at 01:26AM",mood,,2/29/2024 15:26:00
Happy,"February 29, 2024 at 01:49AM",mood,,2/29/2024 15:49:00
Nervous,"February 29, 2024 at 01:50AM",mood,,2/29/2024 15:50:00
Neutral,"February 29, 2024 at 01:50AM",mood,,2/29/2024 15:50:00
Neutral,"February 29, 2024 at 01:50AM",mood,,2/29/2024 15:50:00
Nervous,"February 29, 2024 at 04:25AM",mood,,2/29/2024 18:25:00
Nervous,"February 29, 2024 at 06:21AM",mood,,2/29/2024 20:21:00
Nervous,"February 29, 2024 at 09:19PM",mood,,3/1/2024 11:19:00
Neutral,"February 29, 2024 at 09:19PM",mood,,3/1/2024 11:19:00
Neutral,"February 29, 2024 at 09:19PM",mood,,3/1/2024 11:19:00
Neutral,"February 29, 2024 at 11:20PM",mood,,3/1/2024 13:20:00
Neutral,"March 01, 2024 at 04:11AM",mood,,3/1/2024 18:11:00
Nervous,"March 1, 2024 at 05:38AM",mood,,3/1/2024 19:38:00
Nervous,"March 1, 2024 at 07:15AM",mood,,3/1/2024 21:15:00
Nervous,"March 1, 2024 at 07:15AM",mood,,3/1/2024 21:15:00
Neutral,"March 1, 2024 at 07:46AM",mood,,3/1/2024 21:46:00
Neutral,"March 01, 2024 at 01:36PM",mood,,3/2/2024 3:36:00
Nervous,"March 1, 2024 at 03:50PM",mood,,3/2/2024 5:50:00
Neutral,"March 1, 2024 at 03:50PM",mood,,3/2/2024 5:50:00
Neutral,"March 1, 2024 at 10:50PM",mood,,3/2/2024 12:50:00
Neutral,"March 2, 2024 at 04:55AM",mood,,3/2/2024 18:55:00
Happy,"March 02, 2024 at 08:36AM",mood,,3/2/2024 22:36:00
Neutral,"March 02, 2024 at 10:28PM",mood,,3/3/2024 12:28:00
Neutral,"March 02, 2024 at 10:28PM",mood,,3/3/2024 12:28:00
Neutral,"March 3, 2024 at 01:32AM",mood,,3/3/2024 15:32:00
Neutral,"March 3, 2024 at 02:27AM",mood,,3/3/2024 16:27:00
Neutral,"March 3, 2024 at 03:32AM",mood,,3/3/2024 17:32:00
Nervous,"March 4, 2024 at 03:40AM",mood,,3/4/2024 17:40:00
Happy,"March 4, 2024 at 03:40AM",mood,,3/4/2024 17:40:00
Neutral,"March 4, 2024 at 03:40AM",mood,,3/4/2024 17:40:00
Nervous,"March 4, 2024 at 07:50AM",mood,,3/4/2024 21:50:00
Nervous,"March 4, 2024 at 07:57AM",mood,,3/4/2024 21:57:00
Nervous,"March 04, 2024 at 08:16AM",mood,,3/4/2024 22:16:00
Neutral,"March 04, 2024 at 08:16AM",mood,,3/4/2024 22:16:00
Nervous,"March 04, 2024 at 08:16AM",mood,,3/4/2024 22:16:00
Nervous,"March 04, 2024 at 08:16AM",mood,,3/4/2024 22:16:00
Nervous,"March 04, 2024 at 09:20AM",mood,,3/4/2024 23:20:00
Neutral,"March 8, 2024 at 08:07PM",mood,,3/9/2024 10:07:00
Neutral,"March 8, 2024 at 11:04PM",mood,,3/9/2024 13:04:00
Neutral,"March 9, 2024 at 02:23AM",mood,,3/9/2024 16:23:00
Neutral,"March 09, 2024 at 06:15AM",mood,,3/9/2024 20:15:00
Nervous,"March 09, 2024 at 06:15AM",mood,,3/9/2024 20:15:00
Happy,"March 09, 2024 at 07:15PM",mood,,3/10/2024 9:15:00
Neutral,"March 09, 2024 at 07:15PM",mood,,3/10/2024 9:15:00
Neutral,"March 09, 2024 at 08:38PM",mood,,3/10/2024 10:38:00
Happy,"March 10, 2024 at 01:15AM",mood,,3/10/2024 15:15:00
Neutral,"March 10, 2024 at 06:55AM",mood,,3/10/2024 20:55:00
Neutral,"March 10, 2024 at 05:55PM",mood,,3/11/2024 7:55:00
Neutral,"March 10, 2024 at 09:10PM",mood,,3/11/2024 11:10:00
Neutral,"March 10, 2024 at 10:26PM",mood,,3/11/2024 12:26:00
Neutral,"March 11, 2024 at 12:51AM",mood,,3/11/2024 14:51:00
Neutral,"March 11, 2024 at 01:39AM",mood,,3/11/2024 15:39:00
Neutral,"March 11, 2024 at 02:14AM",mood,,3/11/2024 16:14:00
Nervous,"March 11, 2024 at 02:14AM",mood,,3/11/2024 16:14:00
Nervous,"March 11, 2024 at 02:31AM",mood,,3/11/2024 16:31:00
Neutral,"March 11, 2024 at 04:42AM",mood,,3/11/2024 18:42:00
Neutral,"March 11, 2024 at 05:46AM",mood,,3/11/2024 19:46:00
Happy,"March 11, 2024 at 07:14AM",mood,,3/11/2024 21:14:00
Nervous,"March 11, 2024 at 06:13PM",mood,,3/12/2024 8:13:00
Neutral,"March 11, 2024 at 07:24PM",mood,,3/12/2024 9:24:00
Neutral,"March 11, 2024 at 07:46PM",mood,,3/12/2024 9:46:00
Neutral,"March 11, 2024 at 08:37PM",mood,,3/12/2024 10:37:00
Neutral,"March 11, 2024 at 09:15PM",mood,,3/12/2024 11:15:00
Neutral,"March 11, 2024 at 10:26PM",mood,,3/12/2024 12:26:00
Neutral,"March 11, 2024 at 10:54PM",mood,,3/12/2024 12:54:00
Nervous,"March 12, 2024 at 12:06AM",mood,,3/12/2024 14:06:00
Neutral,"March 12, 2024 at 01:20AM",mood,,3/12/2024 15:20:00
Neutral,"March 12, 2024 at 02:08AM",mood,,3/12/2024 16:08:00
Nervous,"March 12, 2024 at 03:38AM",mood,,3/12/2024 17:38:00
Neutral,"March 12, 2024 at 04:23AM",mood,,3/12/2024 18:23:00
Happy,"March 12, 2024 at 09:08AM",mood,,3/12/2024 23:08:00
Neutral,"March 12, 2024 at 06:00PM",mood,,3/13/2024 8:00:00
Neutral,"March 12, 2024 at 09:38PM",mood,,3/13/2024 11:38:00
Neutral,"March 13, 2024 at 12:04AM",mood,,3/13/2024 14:04:00
Neutral,"March 13, 2024 at 12:16AM",mood,,3/13/2024 14:16:00
Nervous,"March 13, 2024 at 12:19AM",mood,,3/13/2024 14:19:00
Neutral,"March 13, 2024 at 02:24AM",mood,,3/13/2024 16:24:00
Happy,"March 13, 2024 at 05:04AM",mood,,3/13/2024 19:04:00
Neutral,"March 13, 2024 at 05:53AM",mood,,3/13/2024 19:53:00
Happy,"March 13, 2024 at 07:37AM",mood,,3/13/2024 21:37:00
Happy,"March 13, 2024 at 07:37AM",mood,,3/13/2024 21:37:00
Happy,"March 13, 2024 at 08:14AM",mood,,3/13/2024 22:14:00
Neutral,"March 13, 2024 at 06:12PM",mood,,3/14/2024 8:12:00
Neutral,"March 13, 2024 at 06:58PM",mood,,3/14/2024 8:58:00
Neutral,"March 13, 2024 at 10:43PM",mood,,3/14/2024 12:43:00
Nervous,"March 14, 2024 at 12:33AM",mood,,3/14/2024 14:33:00
Neutral,"March 14, 2024 at 12:33AM",mood,,3/14/2024 14:33:00
Neutral,"March 14, 2024 at 02:13AM",mood,,3/14/2024 16:13:00
Neutral,"March 14, 2024 at 02:17AM",mood,,3/14/2024 16:17:00
Neutral,"March 14, 2024 at 04:16AM",mood,,3/14/2024 18:16:00
Happy,"March 14, 2024 at 07:23AM",mood,,3/14/2024 21:23:00
Happy,"March 14, 2024 at 07:23AM",mood,,3/14/2024 21:23:00
Концерт,"March 14, 2024 at 07:23AM",note,happy,3/14/2024 21:23:00
Happy,"March 14, 2024 at 07:23AM",mood,,3/14/2024 21:23:00
Happy,"March 14, 2024 at 08:45AM",mood,,3/14/2024 22:45:00
Neutral,"March 14, 2024 at 06:06PM",mood,,3/15/2024 8:06:00
Neutral,"March 14, 2024 at 08:29PM",mood,,3/15/2024 10:29:00
Neutral,"March 14, 2024 at 11:06PM",mood,,3/15/2024 13:06:00
Neutral,"March 14, 2024 at 11:50PM",mood,,3/15/2024 13:50:00
Neutral,"March 15, 2024 at 12:01AM",mood,,3/15/2024 14:01:00
Happy,"March 15, 2024 at 02:13AM",mood,,3/15/2024 16:13:00
Happy,"March 15, 2024 at 05:43AM",mood,,3/15/2024 19:43:00
Neutral,"March 15, 2024 at 06:02AM",mood,,3/15/2024 20:02:00
Neutral,"March 15, 2024 at 07:53AM",mood,,3/15/2024 21:53:00
Neutral,"March 15, 2024 at 11:30PM",mood,,3/16/2024 13:30:00
Nervous,"March 15, 2024 at 11:30PM",mood,,3/16/2024 13:30:00
Neutral,"March 16, 2024 at 02:29AM",mood,,3/16/2024 16:29:00
Nervous,"March 16, 2024 at 04:07AM",mood,,3/16/2024 18:07:00
Neutral,"March 16, 2024 at 04:07AM",mood,,3/16/2024 18:07:00
Nervous,"March 16, 2024 at 04:07AM",mood,,3/16/2024 18:07:00
Nervous,"March 16, 2024 at 04:12AM",mood,,3/16/2024 18:12:00
Neutral,"March 16, 2024 at 04:12AM",mood,,3/16/2024 18:12:00
Nervous,"March 16, 2024 at 04:12AM",mood,,3/16/2024 18:12:00
Neutral,"March 16, 2024 at 04:12AM",mood,,3/16/2024 18:12:00
Nervous,"March 16, 2024 at 07:06AM",mood,,3/16/2024 21:06:00
Neutral,"March 16, 2024 at 10:02AM",mood,,3/17/2024 0:02:00
Nervous,"March 16, 2024 at 07:29PM",mood,,3/17/2024 9:29:00
Neutral,"March 16, 2024 at 10:23PM",mood,,3/17/2024 12:23:00
Happy,"March 16, 2024 at 11:19PM",mood,,3/17/2024 13:19:00
Nervous,"March 17, 2024 at 04:27AM",mood,,3/17/2024 18:27:00
Nervous,"March 17, 2024 at 06:15AM",mood,,3/17/2024 20:15:00
Neutral,"March 17, 2024 at 06:08PM",mood,,3/18/2024 8:08:00
Neutral,"March 17, 2024 at 09:07PM",mood,,3/18/2024 11:07:00
Neutral,"March 17, 2024 at 10:22PM",mood,,3/18/2024 12:22:00
Neutral,"March 18, 2024 at 01:35AM",mood,,3/18/2024 15:35:00
Nervous,"March 18, 2024 at 02:47AM",mood,,3/18/2024 16:47:00
Neutral,"March 18, 2024 at 03:40AM",mood,,3/18/2024 17:40:00
Nervous,"March 18, 2024 at 08:23AM",mood,,3/18/2024 22:23:00
Neutral,"March 18, 2024 at 08:23AM",mood,,3/18/2024 22:23:00
Neutral,"March 18, 2024 at 07:50PM",mood,,3/19/2024 9:50:00
Neutral,"March 18, 2024 at 11:15PM",mood,,3/19/2024 13:15:00
Nervous,"March 19, 2024 at 12:01AM",mood,,3/19/2024 14:01:00
Neutral,"March 19, 2024 at 01:02AM",mood,,3/19/2024 15:02:00
Neutral,"March 19, 2024 at 01:49AM",mood,,3/19/2024 15:49:00
Neutral,"March 19, 2024 at 03:14AM",mood,,3/19/2024 17:14:00
Nervous,"March 19, 2024 at 03:14AM",mood,,3/19/2024 17:14:00
Neutral,"March 19, 2024 at 05:28AM",mood,,3/19/2024 19:28:00
Neutral,"March 19, 2024 at 06:18AM",mood,,3/19/2024 20:18:00
Neutral,"March 19, 2024 at 07:29PM",mood,,3/20/2024 9:29:00
Neutral,"March 19, 2024 at 08:52PM",mood,,3/20/2024 10:52:00
Happy,"March 19, 2024 at 11:43PM",mood,,3/20/2024 13:43:00
Happy,"March 20, 2024 at 02:58AM",mood,,3/20/2024 16:58:00
Happy,"March 20, 2024 at 02:59AM",mood,,3/20/2024 16:59:00
Nervous,"March 20, 2024 at 05:00AM",mood,,3/20/2024 19:00:00
Happy,"March 20, 2024 at 05:00AM",mood,,3/20/2024 19:00:00
Neutral,"March 20, 2024 at 05:14AM",mood,,3/20/2024 19:14:00
Happy,"March 20, 2024 at 06:31AM",mood,,3/20/2024 20:31:00
Neutral,"March 20, 2024 at 08:00AM",mood,,3/20/2024 22:00:00
Neutral,"March 20, 2024 at 06:08PM",mood,,3/21/2024 8:08:00
Neutral,"March 20, 2024 at 08:56PM",mood,,3/21/2024 10:56:00
Neutral,"March 21, 2024 at 12:16AM",mood,,3/21/2024 14:16:00
Neutral,"March 21, 2024 at 01:13AM",mood,,3/21/2024 15:13:00
Neutral,"March 21, 2024 at 03:16AM",mood,,3/21/2024 17:16:00
Neutral,"March 21, 2024 at 07:25PM",mood,,3/22/2024 9:25:00
Neutral,"March 21, 2024 at 08:14PM",mood,,3/22/2024 10:14:00
Nervous,"March 22, 2024 at 12:41AM",mood,,3/22/2024 14:41:00
Happy,"March 22, 2024 at 02:16AM",mood,,3/22/2024 16:16:00
Neutral,"March 22, 2024 at 04:00AM",mood,,3/22/2024 18:00:00
Neutral,"March 22, 2024 at 06:06AM",mood,,3/22/2024 20:06:00
Neutral,"March 23, 2024 at 02:52AM",mood,,3/23/2024 16:52:00
Nervous,"March 23, 2024 at 03:45AM",mood,,3/23/2024 17:45:00
Nervous,"March 23, 2024 at 04:32AM",mood,,3/23/2024 18:32:00
Happy,"March 23, 2024 at 05:04AM",mood,,3/23/2024 19:04:00
Neutral,"March 23, 2024 at 07:27PM",mood,,3/24/2024 9:27:00
Nervous,"March 24, 2024 at 12:43AM",mood,,3/24/2024 14:43:00
Neutral,"March 24, 2024 at 12:43AM",mood,,3/24/2024 14:43:00
Neutral,"March 24, 2024 at 12:44AM",mood,,3/24/2024 14:44:00
Neutral,"March 24, 2024 at 07:15PM",mood,,3/25/2024 9:15:00
Neutral,"March 24, 2024 at 07:27PM",mood,,3/25/2024 9:27:00
Neutral,"March 25, 2024 at 01:55AM",mood,,3/25/2024 15:55:00
Neutral,"March 25, 2024 at 03:20AM",mood,,3/25/2024 17:20:00
Neutral,"March 25, 2024 at 06:11PM",mood,,3/26/2024 8:11:00
Neutral,"March 25, 2024 at 08:06PM",mood,,3/26/2024 10:06:00
Neutral,"March 25, 2024 at 09:16PM",mood,,3/26/2024 11:16:00
Neutral,"March 25, 2024 at 11:36PM",mood,,3/26/2024 13:36:00
Neutral,"March 26, 2024 at 12:18AM",mood,,3/26/2024 14:18:00
Nervous,"March 26, 2024 at 02:03AM",mood,,3/26/2024 16:03:00
Neutral,"March 26, 2024 at 03:54AM",mood,,3/26/2024 17:54:00
Neutral,"March 26, 2024 at 05:29AM",mood,,3/26/2024 19:29:00
Neutral,"March 26, 2024 at 06:08PM",mood,,3/27/2024 8:08:00
Nervous,"March 26, 2024 at 07:12PM",mood,,3/27/2024 9:12:00
Neutral,"March 26, 2024 at 11:13PM",mood,,3/27/2024 13:13:00
Neutral,"March 26, 2024 at 11:13PM",mood,,3/27/2024 13:13:00
Nervous,"March 26, 2024 at 11:13PM",mood,,3/27/2024 13:13:00
Neutral,"March 26, 2024 at 11:13PM",mood,,3/27/2024 13:13:00
Neutral,"March 26, 2024 at 11:13PM",mood,,3/27/2024 13:13:00
Neutral,"March 27, 2024 at 02:06AM",mood,,3/27/2024 16:06:00
Nervous,"March 27, 2024 at 02:06AM",mood,,3/27/2024 16:06:00
Neutral,"March 27, 2024 at 02:31AM",mood,,3/27/2024 16:31:00
Neutral,"March 27, 2024 at 05:04AM",mood,,3/27/2024 19:04:00
Neutral,"March 27, 2024 at 05:55AM",mood,,3/27/2024 19:55:00
Nervous,"March 27, 2024 at 06:19AM",mood,,3/27/2024 20:19:00
Neutral,"March 27, 2024 at 06:19AM",mood,,3/27/2024 20:19:00
Happy,"March 27, 2024 at 06:44AM",mood,,3/27/2024 20:44:00
Neutral,"March 27, 2024 at 08:05AM",mood,,3/27/2024 22:05:00
Nervous,"March 27, 2024 at 08:33AM",mood,,3/27/2024 22:33:00
Nervous,"March 27, 2024 at 07:16PM",mood,,3/28/2024 9:16:00
Neutral,"March 28, 2024 at 12:17AM",mood,,3/28/2024 14:17:00
Neutral,"March 28, 2024 at 02:14AM",mood,,3/28/2024 16:14:00